EntryNum1,FirstAuthLastName2,Year3,NumCites4,DatePulled5,Dbsource6,FullCite7,ScaleTitle8,CronAlpha9,NumItems10,Intermixed11,FirstValidation12,ItemTexts13,ScalePoints14,Instructions15,Notes16,jif17,Category18,EgoStatements19,,
110,Hodge,2017,22,02-04-2021,PubmMed,"Hodge, L. M., Turner, K. M. T., Sanders, M. R., & Filus, A. (2016). Sustained Implementation Support Scale: Validation of a Measure of Program Characteristics and Workplace Functioning for Sustained Program Implementation. The Journal of Behavioral Health Services & Research, 44(3), 442–464. https://doi.org/10.1007/s11414-016-9505-z",Leadership Style,0.94,8,FALSE,FALSE,Leadership makes you feel welcome at meetings; Leadership gives praise and recognition; Leadership intentionally seeks out your views; Leadership asks you to assist with specific tasks; Leadership makes an effort to get to know workers; Leadership has a clear vision for the team; Leadership is respected in my community; Leadership is skilful in resolving conflict,4,"The survey was open for 3 months, and participants were
offered the chance to go into a draw to win an iPad for completing the survey. Answer on a 4-likert scale",,1.59,Psychology,FALSE,,
111,Lin,2001,33,03-09-2021,ScienceDirect,"Mei, A., Horwath, C., & Ling, C. (2001). Perceived benefits and barriers of increased fruit and vegetable consumption: Validation of a decisional balance scale. Journal of Nutrition Education, 33(5), 257-265. doi:10.1016/s1499-4046(06)60289-3",Pros,0.86,7,FALSE,FALSE,Eating more fruits or vegetables would give me more vitamins and minerals; I would feel good about looking after my health by eating more fruits or vegetables；My family would be pleased if I ate more fruits or vegetables; I enjoy the taste of fruit; I would be following the advice of the government’s National Healthy Lifestyle Campaign if I ate more fruits or vegetables; Eating more fruits or vegetables every day would help to keep me regular (avoid constipation);  I would feel good about eating more fruits as they are fresh; Eating more fruits or vegetables would help me look better; ,5,,,2.19,Biomedical,TRUE,,
112,Lin,2001,33,03-09-2021,ScienceDirect,"Mei, A., Horwath, C., & Ling, C. (2001). Perceived benefits and barriers of increased fruit and vegetable consumption: Validation of a decisional balance scale. Journal of Nutrition Education, 33(5), 257-265. doi:10.1016/s1499-4046(06)60289-3",Cons,0.79,7,FALSE,FALSE,"Eating more fruits would be expensive; I would feel I was overeating if I ate more fruits; I would worry about pesticides if I ate more fruits or vegetables; Preparing and cooking vegetables would be time consuming; It would make meal planning difficult for my family if I asked for more vegetable dishes; I would get a bad reaction (e.g., cough, wind, cramps, etc.) if I ate more of certain fruits or vegetables;  Others would think I was fussy if I kept worrying about having more fruits or vegetables;",5,,,2.19,Biomedical,TRUE,,
113,Matthey,2001,277,1/25/2021,ScienceDirect,"Matthey, S., Barnett, B., Kavanagh, D. J., & Howie, P. (2001). Validation of the Edinburgh Postnatal Depression Scale for men, and comparison of item endorsement with their partners. Journal of affective disorders, 64(2-3), 175-184.",Postnatal Depression,0.81,10,FALSE,FALSE,I have been able to laugh and see the funny side of things; I have looked forward with enjoyment to things;  I have blamed myself unnecessarily when things went wrong;  I have been anxious or worried for no good reason;  I have felt scared or panicky for no good reason; Things have been getting on top of me; I have been so unhappy that I have had difficulty sleeping;  I have felt sad or miserable; I have been so unhappy that I have been crying; The thought of harming myself had occurred to me. ,5,,,3.892,Psychology,TRUE,,
114,Shaw,2001,307,1/25/2021,ScienceDirect,"Shaw, M. J., Talley, N. J., Beebe, T. J., Rockwood, T., Carlsson, R., Adlis, S., ... & Bytzer, P. (2001). Initial validation of a diagnostic questionnaire for gastroesophageal reflux disease. The American journal of gastroenterology, 96(1), 52-57.",Regurgitation,0.85,4,FALSE,FALSE,Acid taste severity;  Movement of materials severity; Acid taste frequency; Movement of materials frequency;,7,,,10.171,Biomedical,FALSE,,
115,Shaw,2001,307,1/25/2021,ScienceDirect,"Shaw, M. J., Talley, N. J., Beebe, T. J., Rockwood, T., Carlsson, R., Adlis, S., ... & Bytzer, P. (2001). Initial validation of a diagnostic questionnaire for gastroesophageal reflux disease. The American journal of gastroenterology, 96(1), 52-57.",GERD,0.81,4,FALSE,FALSE,Frequency of burning behind breastbone;  Severity of burning behind breastbone; Frequency of pain behind breastbone; Severity of pain behind breastbone; ,7,,,10.171,Biomedical,FALSE,,
116,Shaw,2001,307,1/25/2021,ScienceDirect,"Shaw, M. J., Talley, N. J., Beebe, T. J., Rockwood, T., Carlsson, R., Adlis, S., ... & Bytzer, P. (2001). Initial validation of a diagnostic questionnaire for gastroesophageal reflux disease. The American journal of gastroenterology, 96(1), 52-57.",Dyspepsia,0.8,4,FALSE,FALSE,Upper stomach pain severity; Upper stomach pain frequency; Upper stomach burning frequency;  Upper stomach burning severity;,7,,,10.171,Biomedical,FALSE,,
117,Stöber,2001,38,03-09-2021,ScienceDirect,"Stöber, J., & Joormann, J. (2001). A short form of the Worry Domains Questionnaire: Construction and factorial validation. Personality and individual differences, 31(4), 591-598.",Worry Domains,0.88,10,FALSE,FALSE,I worry that I'll never achieve my ambitions; I worry that I will not keep my workload up to date; I worry that I am not able to afford things; I worry that I feel insecure; I worry that I can't afford to pay bills; I worry that I leave work unfinished; I worry that I lack confidence; I worry that I am unattractive; I worry that I will lose close friends; I worry that I haven't achieved much.,5,,"tems are taken from Tallis, Davey and Bond (1994, p. 288). Instruction=“Please tick an appropriate box to show how much you WORRY about the following.” Answer categories=Not at all (0), A little (1), Moderately (2), Quite a bit (3), Extremely (4). Domain subscales: D1-SF=Relationships (Items 8 and 9), D2-SF=Lack of Confidence (Items 4 and 7), D3-SF=Aimless Future (Items 1 and 10), D4-SF=Work (Items 2 and 6), D5-SF=Financial (Items 3 and 5).",2.31,Psychology,TRUE,,
118,Doss-Hopkins,1998,113,3/15/2021,Google Scholar,"Doss, B. D., & Hopkins, J. R. (1998). The multicultural masculinity ideology scale: Validation from three cultural perspectives. Sex Roles, 38(9), 719-741.",Hypermasculine Posturing,0.81,13,TRUE,TRUE,"A guy should prove his masculinity by having sex with a lot of people; A guy should have sexual intercourse as early as he can in his life; Guys should not cry even when something really bad happens; In a relationship, guys should have sexual intercourse as often as possible; A guy should always have a woman he is dating;To be a guy, you’ve got to be tough; Even if a guy is not rich, he should try to look that way; A guy should not show affection to those he loves; A guy should not have male friends who are homosexual; The best way a man can care for his family is to get the highest paying job he can; Strong anger is a natural emotion for a guy to show; Being athletic or good at a sport should be important for a guy; Guys should not try to solve problems by fighting",5,,This part of the survey was given to all participants,2.405,Psychology,FALSE,,
119,Doss-Hopkins,1998,113,3/15/2021,Google Scholar,"Doss, B. D., & Hopkins, J. R. (1998). The multicultural masculinity ideology scale: Validation from three cultural perspectives. Sex Roles, 38(9), 719-741.",Achievement,0.72,8,TRUE,TRUE,"Even when things get really difficult, a guy should keep trying; A guy should put his best effort into every part of his life; A guy should be confident in everything he does; Guys should have a positive attitude towards life and not let things get them down; Guys should be competitive; A guy should have long-term goals for his life; A guy should take risks to reach his goal; A man should not always have to protect his family",5,,This part of the survey was given to all participants,2.405,Psychology,FALSE,,
120,Doss-Hopkins,1998,113,3/15/2021,Google Scholar,"Doss, B. D., & Hopkins, J. R. (1998). The multicultural masculinity ideology scale: Validation from three cultural perspectives. Sex Roles, 38(9), 719-741.",Chilean Toughness Components,0.59,8,TRUE,TRUE,"Guys should not try to solve problems by fighting; To be a guy, you’ve got to be tough; Strong anger is a natural emotion to show; Providing for his family should be a man’s main goal in life; The best way a man can care for his family is to get the highest paying job he can; Guys should not cry even when something really bad happens; In a relationship, guys should have sexual intercourse before having oral sex",5,,The alpha is determined only from the responses of the Chilean sample,2.405,Psychology,FALSE,,
